state,country,gender,ethnicity,studentIDs,originSource,studentType,major,financialAidOfferedAmount,athlete,sport,raleyCollegeTagExists,recruitingTerritory,counselor,counselorIncomingTextCount,counselorOutgoingTextCount,phoneSuccessfulCount,phoneUnsuccessfulCount,phoneVoicemailCount,admittedStudentsDay,bisonDay,bisonDayAtTheWeekend,campusVisit,dallasBisonExclusive,footballVisit,golfVisit,oklahomaCityBisonExclusive,scholarsBisonDay,scholarsMixerAndBanquet,scholarshipInterview,scholarshipInterviewRegistration,softballVisit,trackVisit,tulsaBisonExclusive,volleyballVisit,eventsAttendedCount
NJ,BDI,M,Eth-7,01331003,Paper Application,Second Degree,Art,3036,N,Basketball (Women's),Y,T07,C2,5,15,11,12,14,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,0
Gandaki,ETH,M,Eth-1,01444816,Campus Visit Attended,Readmit,Biochemistry,3948,Y,Golf,N,T03,C5,8,12,11,17,14,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,14
NV,IND,M,Eth-9,01379803,Phone Call - Voicemail,First-Time Freshman,Early Childhood Education,3413,N,Volleyball,N,T04,C6,7,19,2,4,9,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y,9
GHANA,MEX,M,Not Declared,01555370,Campus Visit Attended,Transfer (24+ Hours),Sociology,3101,Y,Football,N,T00,C3,2,11,3,10,12,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,12
PUNJAB,MWI,Not Declared,Eth-9,01373718,Not Declared,Transfer (24+ Hours),"Global Marketplace Engagement, Global Education Emphasis",3369,Y,Marching Band,Y,Graduate,C14,15,10,6,5,14,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,5
ISLAMABAD CAPITAL TERRITORY,ESP,Not Declared,Eth-3,01453208,High School Visit,Transfer (24+ Hours),"Philosophy, Apologetics Emphasis",4752,Y,Football,Y,P01,C8,15,19,5,14,17,Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,17
New Providence,FRA,M,Not Declared,01322922,Night on the Hill Reservation,Second Degree,Project Management,3658,N,Basketball (Men's),N,T03,C7,8,15,14,19,7,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,11
Southern,ZWE,M,Eth-1,01325978,StriveScan - Scans,Transfer (24+ Hours),Creative Media,3155,N,Golf,N,Raley College,C6,12,11,0,18,19,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,13
Grand Casablanca,UZB,M,Eth-7,01543227,Capture Higher Ed,Transfer,Musical Arts,4826,N,Track & Field (Women's),Y,T04,C7,17,12,1,20,11,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,19
Kisii,NLD,Not Declared,Not Declared,01387613,Clark Higher Ed Search,Transfer,Sports Communication,4826,N,Track & Field (Women's),Y,P01,C12,12,14,5,19,14,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,19
Metro Manila,DEU,M,Eth-9,01372783,Transcript Received,Readmit,Computer Information Systems,3930,Y,Not Declared,N,P01,C10,9,2,18,2,20,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,11
Southern,ITA,M,Eth-6,01432658,Encoura Affinity Connection,First-Time Freshman,Natural Science,3619,N,STUNT,Y,T03,C6,11,2,6,7,5,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,1
Almaty,CYP,M,Eth-4,01405499,College Fair Contact,Test Optional,Corporate Innovation,3442,Y,Softball,Y,Homeschool,C9,0,6,10,6,5,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,3
WA,SLE,M,Eth-2,01457395,SAT Score,Test Optional,Creative Writing,3036,N,Softball,Y,T01,C9,18,6,6,15,20,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,0
GREATER ACCRA,CHE,M,Eth-5,01496956,CLT Score,Transfer (24+ Hours),"Sports and Recreation, Camp Administration Emphasis",2039,N,Softball,N,P01,C5,11,6,0,1,18,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,20
Gauteng,PNG,M,Eth-6,01395042,RNL Sophomore Search,Transfer (24+ Hours),Theatre,4522,Y,Volleyball,Y,T00,C13,0,15,9,11,3,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,1
Almaty,ARE,Not Declared,Eth-5,01536662,Referral - OBU Faculty Member,Test Optional,"Sports and Recreation, Camp Administration Emphasis",3188,N,Volleyball,Y,Graduate,C2,18,17,14,18,3,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,10
Doukkala-Abda,LKA,M,Eth-5,01313850,Clark Higher Ed Paid Social,First-Time Freshman,"Philosophy, Apologetics Emphasis",3755,N,Dance,N,Graduate,C2,12,11,10,8,5,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,7
Quang Nam,CUB,Not Declared,Eth-7,01464045,Website Inquiry,Transfer,Family Therapy,2039,N,STUNT,Y,T04,C10,18,15,10,20,12,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,1
Lambayeque,SWZ,Not Declared,Eth-6,01557629,Text Message - Outgoing,Test Optional,Art,4958,Y,Football,N,T04,C4,16,1,16,7,15,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,13
Kwara,SEN,Not Declared,Eth-4,01589200,GTCF Matchmaker,Second Degree,Biochemistry,3692,Y,Volleyball,N,Graduate,C13,9,19,0,8,12,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,0
Manipur,PNG,M,Eth-9,01569425,Private Colleges & Universities,Transfer (24+ Hours),Biblical and Theological Studies,4194,N,Volleyball,N,T03,C5,7,19,13,16,7,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,12
FL,PSE,M,Eth-2,01591112,Next Step Magazine,Readmit,History,2355,N,Not Declared,N,Graduate,C10,12,18,12,16,9,Y,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,13
VA,Not Declared,M,Not Declared,01521547,Phone Call - Unsuccessful,Readmit,Christian Ministry,3230,N,Basketball (Men's),Y,Graduate,C12,10,6,9,16,17,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,20
Fergana,CMR,M,Eth-5,01491903,Clark Higher Ed Search,Readmit,Vocal Performance,4784,N,Softball,Y,T04,C8,10,13,14,3,10,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,2
Quang Nam,HND,M,Eth-4,01530094,RNL Junior Search,Readmit,Elementary Education,2400,N,Soccer,Y,T05,C8,16,5,14,7,14,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,9
WI,PNG,M,Eth-5,01420629,Christian Connector Web Response,Test Optional,"Christian Ministry, Women's Ministry Emphasis",2315,N,Marching Band,Y,Graduate,C4,16,10,16,14,6,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,5
GREATER ACCRA,USA,M,Eth-4,01449202,Bison Day Registration,Readmit,English,4517,N,Not Declared,Y,T01,C3,3,19,18,0,19,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,8
Kericho,USA,M,Eth-1,01525031,RNL Sophomore Search,First-Time Freshman,"Global Marketplace Engagement, Global Education Emphasis",3553,N,STUNT,Y,T04,C7,7,13,18,20,4,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,2
AR,GBR,M,Eth-8,01587750,Christian Connector Web Response,Transfer,Worship Studies,4958,Y,STUNT,Y,T04,C8,7,16,14,19,5,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,19
Oyo,ITA,M,Eth-8,01492678,Transcript Received,Transfer,Biology,4393,Y,Golf,Y,T06,C11,12,18,4,11,4,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,11
Central Equatoria,NLD,M,Eth-2,01422713,RNL Junior Search,Readmit,"Sports and Recreation, Sports and Recreation Management Emphasis",2669,Y,Basketball (Women's),N,P01,C6,10,8,12,4,2,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,1
NH,NPL,Not Declared,Not Declared,01555428,Website Inquiry,Second Degree,Alternative Teaching Certificate,3755,N,Basketball (Women's),Y,T03,C4,7,8,3,16,15,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,19
ID,ETH,Not Declared,Eth-9,01381108,Text Message - Outgoing,First-Time Freshman,"Sports and Recreation, Sports Ministry Emphasis",4826,Y,Marching Band,N,Graduate,C2,7,13,8,18,19,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,2
Western Area,BWA,M,Eth-3,01462840,GenWhy,Test Optional,Marketing,3106,Y,Basketball (Men's),N,T02,C4,20,5,16,1,0,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,5
North Kivu,VNM,M,Eth-3,01491071,Falls Creek,First-Time Freshman,"Global Marketplace Engagement, Math Education Emphasis",4002,N,Softball,N,T01,C13,2,4,0,15,14,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,6
ON,ARE,M,Eth-8,01375623,Christian Connector Web Response,Transfer,"Computer Science, Cybersecurity Emphasis",3776,Y,Golf,N,P01,C3,15,14,17,17,1,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,20
TX,VEN,Not Declared,Not Declared,01406777,CLT Application,Test Optional,Mathematics,2837,Y,Softball,Y,T00,C3,5,13,0,11,15,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,20
Oromia,BHS,Not Declared,Eth-9,01572554,NRCCUA Declared Names,Transfer (24+ Hours),Natural Science,3783,Y,Marching Band,N,Graduate,C7,8,15,4,20,6,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,13
Dubai,ZAF,Not Declared,Eth-4,01300372,Niche Prospects,First-Time Freshman,Engineering - Systems Engineering,3289,N,Not Declared,Y,Graduate,C14,10,8,9,8,20,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,18
Mombasa,NAM,M,Eth-1,01559234,Clark Higher Ed Quick App,First-Time Freshman,Applied Mathematics: Actuarial and Financial Math Emphasis,3930,Y,Marching Band,Y,T01,C14,7,14,7,5,4,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,1
Central,MNG,Not Declared,Eth-5,01458840,Clark Higher Ed Quick App,Second Degree,"Psychology, Pre-Counseling",2720,N,Dance,N,Graduate,C3,14,3,3,16,10,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,3
Uasin Gishu,BGD,Not Declared,Eth-9,01591087,Niche Inquiries,Second Degree,"Global Marketplace Engagement, Graphic Design Emphasis",4054,N,STUNT,Y,P02,C3,13,5,14,11,4,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,1
Saint Philip,PSE,M,Eth-5,01358531,Christian Connector,First-Time Freshman,"Biblical and Theological Studies, Biblical Studies Emphasis",2315,Y,Football,N,T04,C12,14,14,18,2,6,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,15
GREATER ACCRA,URY,M,Eth-7,01390397,Graduate Website Inquiry,First-Time Freshman,Music Composition,2806,N,Volleyball,Y,T01,C2,9,17,19,13,15,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,5
West,BGD,M,Eth-3,01496332,Referral - OBU Faculty Member,Test Optional,"Biblical and Theological Studies, History and Theology Emphasis",3860,Y,Dance,Y,Raley College,C13,11,14,13,4,14,N,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,20
BONO EAST,CHL,M,Eth-7,01574877,NRCCUA Declared Names,Test Optional,Political Science,3755,N,Not Declared,N,Graduate,C8,0,10,18,19,14,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,14
AB,ESP,M,Eth-6,01419813,Niche Prospects,Readmit,Engineering - Electrical Engineering,3188,Y,Volleyball,N,T00,C11,4,11,20,4,0,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,13
Francisco Morazan,OMN,Not Declared,Eth-9,01572803,CLT Score,Transfer (24+ Hours),International Business,2190,Y,Softball,Y,T06,C6,1,17,2,16,2,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,8
ADDIS ABABA,RWA,Not Declared,Eth-8,01439855,Night on the Hill Reservation,Readmit,"Christian Ministry, Student and Family Ministry Emphasis",3696,Y,Dance,Y,P02,C3,1,11,15,5,7,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,6
Mpumalanga,BWA,Not Declared,Eth-1,01594385,Capture Higher Ed,Transfer (24+ Hours),Music Education,2142,Y,Marching Band,Y,P02,C13,0,15,16,20,18,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,18
Kiambu,VEN,Not Declared,Eth-7,01452440,NRCCUA Declared Names,Readmit,Theatre,3418,N,Golf,N,Graduate,C9,8,4,17,19,20,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,4
MT,LSO,M,Eth-7,01348544,Clark Higher Ed Quick App,First-Time Freshman,Nursing,3230,Y,STUNT,N,Graduate,C7,12,2,20,14,7,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,19
ISLAMABAD CAPITAL TERRITORY,IRN,Not Declared,Not Declared,01458841,RNL Sophomore Search,Transfer (24+ Hours),"Art Education, P-12",4855,Y,Football,Y,Raley College,C6,11,14,4,20,1,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,11
WY,CAN,Not Declared,Eth-5,01466059,RNL Junior Search,Transfer (24+ Hours),"Sports and Recreation, Camp Administration Emphasis",2779,Y,Football,N,T03,C4,13,12,7,8,8,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,13
Baringo,CZE,Not Declared,Not Declared,01444434,Referral - OBU Faculty Member,First-Time Freshman,"Sports and Recreation, Athletic Coaching Emphasis",3289,Y,Football,N,T02,C6,11,19,16,8,19,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,19
Araucania,CHE,M,Eth-9,01512669,Phone Call - Voicemail,Transfer (24+ Hours),"Psychology, Pre-Counseling",2992,N,Marching Band,N,T07,C7,15,8,20,11,20,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,15
AK,MDG,M,Eth-3,01434241,SAT Score,Test Optional,Physics,2069,N,Football,N,Graduate,C3,11,16,11,11,8,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,6
Mexico City,HKG,Not Declared,Eth-3,01508381,Private Colleges & Universities,Readmit,"Art Education, P-12",4925,N,Softball,Y,T02,C7,6,18,15,11,7,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,9
Cross River,GMB,M,Not Declared,01558699,Empower Conference,Second Degree,Master of Arts in Christian Studies: Biblical and Theological Studies (In-Person),4905,Y,Marching Band,Y,Graduate,C10,12,14,15,18,8,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,6
Western Area,HND,M,Eth-6,01362500,College Fair Contact,Second Degree,"Christian Ministry, Pastoral Ministry Emphasis",3553,N,Dance,N,Raley College,C6,8,1,13,15,12,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,19
Brong-Ahafo,SWZ,Not Declared,Eth-6,01479046,Not Declared,Readmit,Not Declared,2837,N,Basketball (Men's),N,T06,C6,7,16,17,18,0,N,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,1
Limpopo,URY,M,Eth-3,01583174,Text Message - Outgoing,Readmit,MBA in Transformational Leadership,4934,Y,Soccer,Y,Raley College,C8,1,19,2,20,10,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,20
CT,WSM,M,Eth-3,01373304,Jump Forward Athletic Website,Test Optional,History,4522,Y,Marching Band,N,T01,C11,8,11,7,1,6,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,12
Banjul,LKA,Not Declared,Eth-6,01409039,Graduate Website Inquiry,Second Degree,English,2039,Y,Football,N,T03,C14,1,18,12,15,15,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,5
Dhaka Division,PAK,Not Declared,Eth-7,01575904,Clark Higher Ed Paid Social,Transfer,"Global Marketplace Engagement, Political Science Emphasis",4929,N,Soccer,Y,T04,C12,8,9,1,2,7,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,11
BC,LBR,Not Declared,Eth-5,01375812,CLT Score,Second Degree,Undecided,4958,N,Volleyball,Y,T01,C9,12,2,20,14,20,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,13
Kiambu,MNG,Not Declared,Eth-2,01510253,Inquiry Card,Transfer,"Global Marketplace Engagement, Global Education Emphasis",4049,Y,Basketball (Men's),Y,T03,C2,11,11,15,18,6,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,7
Odisha,CHE,M,Not Declared,01300593,Bison Day Attended,Readmit,"Biblical and Theological Studies, Biblical Language Emphasis",4264,Y,Marching Band,N,T02,C9,12,5,1,0,18,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,2
Centre,KAZ,Not Declared,Eth-9,01363851,Oklahoma Promise,Test Optional,Master of Arts in Christian Studies: Biblical and Theological Studies (Online),3890,N,STUNT,Y,Raley College,C4,14,10,16,11,19,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,19
Saint Catherine,BGD,Not Declared,Eth-9,01460878,Encoura Affinity Connection,Transfer,Cross-Cultural Ministry,3038,N,Volleyball,Y,T02,C5,9,2,13,14,6,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,13
MA,BHS,Not Declared,Eth-9,01502421,Empower Conference,Test Optional,Art,2029,N,Football,Y,T00,C5,8,16,3,13,1,N,Y,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,11
NV,CMR,M,Eth-3,01545294,Online Application,Test Optional,"Biblical and Theological Studies, Biblical Studies Emphasis",2816,Y,Football,Y,T00,C4,0,14,19,16,18,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,17
Saint Philip,MDG,M,Eth-9,01517727,Transcript Received,Transfer,"Biblical and Theological Studies, Biblical Language Emphasis",3619,Y,Golf,Y,T00,C10,18,17,13,4,7,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,6
Nandi,VEN,Not Declared,Eth-5,01348626,Inquiry Card,Readmit,"Christian Ministry, Pastoral Ministry Emphasis",2826,Y,Golf,N,Graduate,C3,5,13,7,13,14,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,13
SOUTHWEST REGION,PSE,Not Declared,Eth-9,01489933,Niche Inquiries,Test Optional,"Biblical and Theological Studies, Practical Theology Emphasis",3658,Y,Track & Field (Women's),N,T02,C13,10,4,19,13,6,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,13
BC,TGO,Not Declared,Eth-8,01306096,Empower Conference,First-Time Freshman,Biblical and Theological Studies,4255,N,Marching Band,N,T06,C7,10,14,16,8,20,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,2
AL,CYP,Not Declared,Eth-9,01508820,Referral - OBU Faculty Member,Transfer,Interdisciplinary Studies,3749,N,Basketball (Women's),Y,T02,C13,10,18,11,2,11,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,11
JANAKPUR,TJK,M,Eth-5,01358418,Website Inquiry,First-Time Freshman,Family Science,3696,Y,Basketball (Men's),Y,T00,C9,8,1,5,5,11,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,4
Limpopo,UZB,M,Eth-5,01535599,High School Visit,Test Optional,"Social Sciences Education, Secondary",2734,N,Track & Field (Men's),N,T05,C7,4,11,7,8,14,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,7
Kaduna,HND,M,Eth-7,01565300,Inquiry Form,Test Optional,History,3895,Y,STUNT,Y,T07,C14,11,1,9,6,15,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,15
Kiambu,BRA,Not Declared,Eth-7,01432340,Night on the Hill Reservation,First-Time Freshman,Graphic Design,2826,Y,Golf,N,T05,C10,13,2,3,11,2,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,16
Khyber Pakhtunkhwa,NPL,Not Declared,Eth-3,01513787,Christian Connector,Transfer (24+ Hours),"Global Marketplace Engagement, Math Education Emphasis",4054,Y,STUNT,N,P02,C11,12,12,8,15,19,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,Y,N,1
Manicaland,HKG,M,Eth-8,01566363,Super Summer,Second Degree,Corporate Innovation,3188,Y,Soccer,Y,P02,C2,18,16,17,19,5,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,7
HI,Not Declared,Not Declared,Eth-4,01325403,Niche Prospects,Second Degree,"Biblical and Theological Studies, History and Theology Emphasis",4799,N,Basketball (Women's),N,T05,C9,18,11,15,11,20,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,18
Volta,MNG,Not Declared,Eth-9,01564294,StriveScan - Connections,Second Degree,Theatre,2826,Y,Dance,N,P01,C4,3,18,15,5,20,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2
Tashkent,PNG,Not Declared,Eth-2,01446587,College Raptor,First-Time Freshman,Vocal Performance,2697,N,Football,Y,T00,C4,6,13,11,18,20,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,19
Oyo State,NGA,Not Declared,Eth-4,01368722,Private Colleges & Universities,First-Time Freshman,"English Education, Secondary",3783,N,Dance,N,T06,C10,7,18,2,20,15,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,14
ND,PAK,Not Declared,Eth-7,01533420,Phone Call - Unsuccessful,Second Degree,Biology,4456,N,Volleyball,N,Graduate,C6,10,11,11,2,7,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,5
Nairobi County,SSD,M,Eth-3,01386122,Encoura Affinity Connection,Test Optional,Cross-Cultural Ministry,2837,N,Softball,Y,P01,C12,2,14,2,14,10,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,19
Barisal,SLE,Not Declared,Not Declared,01553185,Encoura Affinity Connection,Transfer (24+ Hours),Marketing,2837,Y,Track & Field (Women's),Y,Homeschool,C7,4,13,0,4,15,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,12
RI,GHA,Not Declared,Eth-5,01371911,Niche Inquiries,First-Time Freshman,"Special Education, Early Childhood Track",3052,Y,Basketball (Men's),N,T04,C7,14,16,6,13,12,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,12
ON,PHL,M,Eth-2,01337791,Encoura Affinity Connection,Readmit,Vocal Performance,3885,Y,Dance,Y,Homeschool,C2,10,15,3,12,18,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,5
West Bengal,UZB,M,Eth-9,01552619,College Fair Contact,First-Time Freshman,Worship Studies,4766,Y,Not Declared,Y,T02,C9,4,13,2,13,2,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,13
Saint Catherine,KWT,M,Eth-1,01507705,SAT Score,First-Time Freshman,"Exercise Science, Pre-Allied Health Emphasis",3413,Y,Basketball (Men's),N,Homeschool,C9,15,19,17,2,14,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,5
Chittagong Division,ZMB,M,Eth-5,01354619,College Raptor,Transfer (24+ Hours),Not Declared,4807,Y,Not Declared,N,T00,C7,8,6,9,14,7,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,4
MD,LBR,Not Declared,Eth-6,01574799,Clark Higher Ed Prospect,Transfer (24+ Hours),Business Administration,4264,N,Marching Band,N,T01,C7,3,14,14,14,17,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,11
FARG'ONA VILOYATI,DEU,Not Declared,Eth-9,01588278,Clark Higher Ed Paid Social,First-Time Freshman,"Christian Ministry, Student and Family Ministry Emphasis",3895,Y,STUNT,Y,T01,C4,12,3,16,7,7,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,14
Saint Catherine,BGD,M,Eth-9,01328081,Falls Creek,Test Optional,Communication Studies,3860,N,Football,N,T05,C2,10,6,11,15,20,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,2
Harare,GMB,Not Declared,Eth-4,01454710,Christian Connector,Transfer,"Global Marketplace Engagement, Spanish Emphasis",3547,N,Basketball (Women's),Y,T06,C6,12,19,18,11,12,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,5
Upper West,MAR,M,Eth-9,01331306,Text Message - Outgoing,Transfer,Project Management,3823,N,Basketball (Women's),N,T02,C14,4,15,15,8,5,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,2
Banjul,UGA,Not Declared,Eth-7,01359827,College Raptor,Transfer,Forensic Psychology,2355,N,Not Declared,Y,T05,C12,10,11,16,12,0,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,10
NH,ROU,Not Declared,Eth-4,01494102,Transcript Received,Readmit,Corporate Innovation,2826,N,Soccer,Y,Raley College,C6,20,14,0,2,10,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,2
Bagmati,ZMB,M,Eth-4,01399952,Capture Higher Ed,First-Time Freshman,Applied Mathematics: Actuarial and Financial Math Emphasis,2895,N,Basketball (Men's),Y,T03,C5,10,0,0,15,1,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,1
Plateau,USA,Not Declared,Eth-7,01403026,Clark Higher Ed Leads,Test Optional,"Christian Ministry, Women's Ministry Emphasis",3687,Y,Volleyball,N,T02,C13,7,18,15,4,20,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,1
DC,NPL,M,Eth-1,01342832,Christian Connector,Readmit,Not Declared,4807,N,Dance,N,T01,C5,5,5,11,11,5,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,6
Oshana,USA,Not Declared,Eth-6,01598678,Text Message - Outgoing,Transfer,Biochemistry,4433,Y,Golf,Y,P02,C5,5,13,8,20,16,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,19
Tashkent,MNG,Not Declared,Eth-6,01588369,Online Application,Transfer (24+ Hours),English,4807,Y,Basketball (Men's),Y,T06,C4,4,8,17,19,20,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,5
KERICHO,ITA,Not Declared,Eth-2,01564124,Southern Baptist Convention,Test Optional,"Mathematics Education, Secondary",3890,N,Basketball (Women's),Y,T07,C3,11,20,15,1,6,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,15
